pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,default_flag,pl_refname,sy_refname,disc_pubdate,disc_year,discoverymethod,disc_locale,disc_facility,disc_instrument,disc_telescope,disc_refname,ra,rastr,dec,decstr,glon,glat,elon,elat,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbperstr,pl_orblpererr1,pl_orblper,pl_orblpererr2,pl_orblperlim,pl_orblperstr,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxstr,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbinclstr,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtperstr,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenstr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtstr,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepstr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolstr,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densstr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepstr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidstr,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurstr,sy_kmagstr,sy_umag,sy_umagerr1,sy_umagerr2,sy_umagstr,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_rmagstr,sy_imag,sy_imagerr1,sy_imagerr2,sy_imagstr,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_zmagstr,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w1magstr,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w2magstr,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w3magstr,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_w4magstr,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_gmagstr,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_gaiamagstr,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_tmagstr,pl_controv_flag,pl_tsystemref,st_metratio,st_spectype,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,sy_kepmagstr,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_rotpstr,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_projobliqstr,x,y,z,htm20,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampstr,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radjstr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radestr,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorstr,pl_ratdor,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,pl_trueobliqstr,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_icmagstr,rowupdate,pl_pubdate,st_refname,releasedate,dkin_flag,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorstr,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparstr,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_cmassjstr,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassestr,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_massjstr,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massestr,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassjstr,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassestr,pl_bmassprov,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinijstr,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msiniestr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffstr,st_met,st_meterr1,st_meterr2,st_metlim,st_metstr,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvstr,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_vsinstr,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumstr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggstr,st_age,st_ageerr1,st_ageerr2,st_agelim,st_agestr,st_mass,st_masserr1,st_masserr2,st_masslim,st_massstr,st_dens,st_denserr1,st_denserr2,st_denslim,st_densstr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radstr,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,soltype,sy_snum,sy_pnum,sy_mnum,cb_flag,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,pl_nnotes,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmstr,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmrastr,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_pmdecstr,sy_plx,sy_plxerr1,sy_plxerr2,sy_plxstr,sy_dist,sy_disterr1,sy_disterr2,sy_diststr,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_bmagstr,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_vmagstr,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_jmagstr,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_hmagstr,sy_kmag,sy_kmagerr1,sy_kmagerr2
HD 40307 c,c,HD 40307,HD 40307,HIP 27887,TIC 374859347,Gaia DR2 4758877919212831104,1,<a refstr=TUOMI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A..48T/abstract target=ref> Tuomi et al. 2013 </a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2009-01,2009,Radial Velocity,Ground,La Silla Observatory,HARPS Spectrograph,3.6 m ESO Telescope,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...493..639M/abstract target=ref> Mayor et al. 2009 </a>,88.5172191,05h54m04.13s,-60.0237289,-60d01m25.42s,268.81455,-30.34064,83.50837,-83.4296,9.6184,0.005,-0.0049,0.0,"<div><span class=supersubNumber"">9.6184</span> <span class=""superscript"">+0.0050</span><span class=""subscript"">-0.0049</span></div>""",,234.9,,0.0,234.9,0.0799,0.004,-0.004,0.0,0.0799&plusmn;0.0040,,,,,,,,,,,0.06,0.11,-0.06,0.0,"<div><span class=supersubNumber"">0.06</span> <span class=""superscript"">+0.11</span><span class=""subscript"">-0.06</span></div>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.793&plusmn;0.016,,,,,,,,,,,,,,,,,4.798,0.203,-0.203,4.798&plusmn;0.203,4.612,0.091,-0.091,4.612&plusmn;0.091,4.791,0.015,-0.015,4.791&plusmn;0.015,4.744,0.028,-0.028,4.744&plusmn;0.028,,,,,6.84367,0.00026,-0.00026,6.84367&plusmn;0.00026,6.2473,0.006,-0.006,6.2473&plusmn;0.0060,0,,[Fe/H],K2.5 V,,,,,,,,,,,,,,,0.0129289780236925,0.4994739884413744,-0.8662324032254443,-1668356410,2.45,0.3,-0.28,0.0,"<div><span class=supersubNumber"">2.45</span> <span class=""superscript"">+0.30</span><span class=""subscript"">-0.28</span></div>""",,,,,,,,,,,,,,,,,,,,,,,,,,2014-05-14,2013-01,<a refstr=TUOMI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A..48T/abstract target=ref> Tuomi et al. 2013 </a>,2014-05-14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0208,0.0035,-0.0031,0.0,"<div><span class=supersubNumber"">0.0208</span> <span class=""superscript"">+0.0035</span><span class=""subscript"">-0.0031</span></div>""",6.6,1.1,-1.0,0.0,"<div><span class=supersubNumber"">6.6</span> <span class=""superscript"">+1.1</span><span class=""subscript"">-1.0</span></div>""",Msini,0.0208,0.0035,-0.0031,0.0,"<div><span class=supersubNumber"">0.0208</span> <span class=""superscript"">+0.0035</span><span class=""subscript"">-0.0031</span></div>""",6.6,1.1,-1.0,0.0,"<div><span class=supersubNumber"">6.6</span> <span class=""superscript"">+1.1</span><span class=""subscript"">-1.0</span></div>""",4956.0,50.0,-50.0,0.0,4956&plusmn;50,-0.31,0.03,-0.03,0.0,-0.31&plusmn;0.03,,,,,,1.0,,,1.0,1,-0.639,0.06,-0.06,0.0,-0.639&plusmn;0.060,4.47,0.16,-0.16,0.0,4.47&plusmn;0.16,4.5,,,0.0,4.5,0.77,0.05,-0.05,0.0,0.77&plusmn;0.05,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,5,0,0,1,1,1,0,0,0,1,79.7896257,0.0620977,-0.0620977,79.7896257&plusmn;0.0620977,-52.4231,0.0652736,-0.0652736,-52.4231000&plusmn;0.0652736,-60.1515,0.0595725,-0.0595725,-60.1515000&plusmn;0.0595725,77.2727,0.0276355,-0.0276355,77.2727000&plusmn;0.0276355,12.9363,0.0047,-0.0046,"<div><span class=supersubNumber"">12.9363</span><span class=""superscript"">+0.0047</span><span class=""subscript"">-0.0046</span></div>""",8.109,0.02,-0.02,8.109&plusmn;0.020,7.17,0.03,-0.03,7.17&plusmn;0.03,5.412,0.019,-0.019,5.412&plusmn;0.019,4.968,0.04,-0.04,4.968&plusmn;0.040,4.793,0.016,-0.016
HD 40307 f,f,HD 40307,HD 40307,HIP 27887,TIC 374859347,Gaia DR2 4758877919212831104,0,<a refstr=D_IACUTE_AZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.134D/abstract target=ref>D&iacute;az et al. 2016</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2013-01,2013,Radial Velocity,Ground,La Silla Observatory,HARPS Spectrograph,3.6 m ESO Telescope,<a refstr=TUOMI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A..48T/abstract target=ref> Tuomi et al. 2013 </a>,88.5172191,05h54m04.13s,-60.0237289,-60d01m25.42s,268.81455,-30.34064,83.50837,-83.4296,51.56,0.14,-0.14,0.0,51.56&plusmn;0.14,,,,,,0.2485,0.0054,-0.0054,0.0,0.2485&plusmn;0.0054,,,,,,,,,,,0.352,,,1.0,&lt;0.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.793&plusmn;0.016,,,,,,,,,,,,,,,,,4.798,0.203,-0.203,4.798&plusmn;0.203,4.612,0.091,-0.091,4.612&plusmn;0.091,4.791,0.015,-0.015,4.791&plusmn;0.015,4.744,0.028,-0.028,4.744&plusmn;0.028,,,,,6.84367,0.00026,-0.00026,6.84367&plusmn;0.00026,6.2473,0.006,-0.006,6.2473&plusmn;0.0060,0,,[Fe/H],K3 V,,,,,,,,,,,,,,,0.0129289780236925,0.4994739884413744,-0.8662324032254443,-1668356410,0.75,0.13,-0.13,0.0,0.75&plusmn;0.13,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-18,2016-01,<a refstr=D_IACUTE_AZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.134D/abstract target=ref>D&iacute;az et al. 2016</a>,2015-11-19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0114212,0.0018878,-0.0018878,0.0,0.0114&plusmn;0.0019,3.63,0.6,-0.6,0.0,3.63&plusmn;0.60,Msini,0.0114212,0.0018878,-0.0018878,0.0,0.0114&plusmn;0.0019,3.63,0.6,-0.6,0.0,3.63&plusmn;0.60,4977.0,59.0,-59.0,0.0,4977&plusmn;59,-0.31,0.03,-0.03,0.0,-0.31&plusmn;0.03,31.33438,0.0001,-0.0001,0.0,31.334376&plusmn;0.000099,1.61,,,0.0,1.61,,,,,,4.47,0.16,-0.16,0.0,4.47&plusmn;0.16,,,,,,0.77,,,0.0,0.77,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,5,0,0,1,1,1,0,0,0,1,79.7896257,0.0620977,-0.0620977,79.7896257&plusmn;0.0620977,-52.4231,0.0652736,-0.0652736,-52.4231000&plusmn;0.0652736,-60.1515,0.0595725,-0.0595725,-60.1515000&plusmn;0.0595725,77.2727,0.0276355,-0.0276355,77.2727000&plusmn;0.0276355,12.9363,0.0047,-0.0046,"<div><span class=supersubNumber"">12.9363</span><span class=""superscript"">+0.0047</span><span class=""subscript"">-0.0046</span></div>""",8.109,0.02,-0.02,8.109&plusmn;0.020,7.17,0.03,-0.03,7.17&plusmn;0.03,5.412,0.019,-0.019,5.412&plusmn;0.019,4.968,0.04,-0.04,4.968&plusmn;0.040,4.793,0.016,-0.016
HD 40307 c,c,HD 40307,HD 40307,HIP 27887,TIC 374859347,Gaia DR2 4758877919212831104,0,<a refstr=D_IACUTE_AZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.134D/abstract target=ref>D&iacute;az et al. 2016</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2009-01,2009,Radial Velocity,Ground,La Silla Observatory,HARPS Spectrograph,3.6 m ESO Telescope,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...493..639M/abstract target=ref> Mayor et al. 2009 </a>,88.5172191,05h54m04.13s,-60.0237289,-60d01m25.42s,268.81455,-30.34064,83.50837,-83.4296,9.6207,0.0012,-0.0012,0.0,9.62070&plusmn;0.00120,,,,,,0.0812,0.0018,-0.0018,0.0,0.0812&plusmn;0.0018,,,,,,,,,,,0.103,,,1.0,&lt;0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.793&plusmn;0.016,,,,,,,,,,,,,,,,,4.798,0.203,-0.203,4.798&plusmn;0.203,4.612,0.091,-0.091,4.612&plusmn;0.091,4.791,0.015,-0.015,4.791&plusmn;0.015,4.744,0.028,-0.028,4.744&plusmn;0.028,,,,,6.84367,0.00026,-0.00026,6.84367&plusmn;0.00026,6.2473,0.006,-0.006,6.2473&plusmn;0.0060,0,,[Fe/H],K3 V,,,,,,,,,,,,,,,0.0129289780236925,0.4994739884413744,-0.8662324032254443,-1668356410,2.31,0.13,-0.13,0.0,2.31&plusmn;0.13,,,,,,,,,,,,,,,,,,,,,,,,,,2015-11-18,2016-01,<a refstr=D_IACUTE_AZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...585A.134D/abstract target=ref>D&iacute;az et al. 2016</a>,2015-11-19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02023094,0.00138439,-0.00138439,0.0,0.0202&plusmn;0.0014,6.43,0.44,-0.44,0.0,6.43&plusmn;0.44,Msini,0.02023094,0.00138439,-0.00138439,0.0,0.0202&plusmn;0.0014,6.43,0.44,-0.44,0.0,6.43&plusmn;0.44,4977.0,59.0,-59.0,0.0,4977&plusmn;59,-0.31,0.03,-0.03,0.0,-0.31&plusmn;0.03,31.33438,0.0001,-0.0001,0.0,31.334376&plusmn;0.000099,1.61,,,0.0,1.61,,,,,,4.47,0.16,-0.16,0.0,4.47&plusmn;0.16,,,,,,0.77,,,0.0,0.77,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,5,0,0,1,1,1,0,0,0,1,79.7896257,0.0620977,-0.0620977,79.7896257&plusmn;0.0620977,-52.4231,0.0652736,-0.0652736,-52.4231000&plusmn;0.0652736,-60.1515,0.0595725,-0.0595725,-60.1515000&plusmn;0.0595725,77.2727,0.0276355,-0.0276355,77.2727000&plusmn;0.0276355,12.9363,0.0047,-0.0046,"<div><span class=supersubNumber"">12.9363</span><span class=""superscript"">+0.0047</span><span class=""subscript"">-0.0046</span></div>""",8.109,0.02,-0.02,8.109&plusmn;0.020,7.17,0.03,-0.03,7.17&plusmn;0.03,5.412,0.019,-0.019,5.412&plusmn;0.019,4.968,0.04,-0.04,4.968&plusmn;0.040,4.793,0.016,-0.016
HD 40307 d,d,HD 40307,HD 40307,HIP 27887,TIC 374859347,Gaia DR2 4758877919212831104,0,<a refstr=BRASSER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.3685B/abstract target=ref>Brasser et al. 2014</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2009-01,2009,Radial Velocity,Ground,La Silla Observatory,HARPS Spectrograph,3.6 m ESO Telescope,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...493..639M/abstract target=ref> Mayor et al. 2009 </a>,88.5172191,05h54m04.13s,-60.0237289,-60d01m25.42s,268.81455,-30.34064,83.50837,-83.4296,20.4321,0.0075606,-0.0075606,0.0,20.4321000&plusmn;0.0075606,,17.2,,0.0,17.2,0.13407,3e-05,-3e-05,0.0,0.13407&plusmn;0.00003,,,,,,,,,,,0.06728,0.03514,-0.03514,0.0,0.067280&plusmn;0.035140,541.0,625.0,-625.0,0.0,541.0&plusmn;625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.793&plusmn;0.016,,,,,,,,,,,,,,,,,4.798,0.203,-0.203,4.798&plusmn;0.203,4.612,0.091,-0.091,4.612&plusmn;0.091,4.791,0.015,-0.015,4.791&plusmn;0.015,4.744,0.028,-0.028,4.744&plusmn;0.028,,,,,6.84367,0.00026,-0.00026,6.84367&plusmn;0.00026,6.2473,0.006,-0.006,6.2473&plusmn;0.0060,0,,[M/H],,,,,,,,,,,,,,,,0.0129289780236925,0.4994739884413744,-0.8662324032254443,-1668356410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-26,2014-06,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-08-27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02989019,0.00534877,-0.0047195,0.0,"<div><span class=supersubNumber"">0.0299</span><span class=""superscript"">+0.0053</span><span class=""subscript"">-0.0047</span></div>""",9.5,1.7,-1.5,0.0,"<div><span class=supersubNumber"">9.50</span><span class=""superscript"">+1.70</span><span class=""subscript"">-1.50</span></div>""",Msini,0.02989019,0.00534877,-0.0047195,0.0,"<div><span class=supersubNumber"">0.0299</span><span class=""superscript"">+0.0053</span><span class=""subscript"">-0.0047</span></div>""",9.5,1.7,-1.5,0.0,"<div><span class=supersubNumber"">9.50</span><span class=""superscript"">+1.70</span><span class=""subscript"">-1.50</span></div>""",4867.44,139.15,-135.46,0.0,"<div><span class=supersubNumber"">4867.440</span><span class=""superscript"">+139.153</span><span class=""subscript"">-135.462</span></div>""",-0.3231,0.0136,-0.0136,0.0,-0.3231480&plusmn;0.0136083,,,,,,,,,,,-0.58545,0.01863,-0.01354,0.0,"<div><span class=supersubNumber"">-0.5854478</span><span class=""superscript"">+0.0186263</span><span class=""subscript"">-0.0135355</span></div>""",4.62504,0.103741,-0.094021,0.0,"<div><span class=supersubNumber"">4.6250400</span><span class=""superscript"">+0.1037410</span><span class=""subscript"">-0.0940212</span></div>""",,,,,,0.79,0.094551,-0.094543,0.0,"<div><span class=supersubNumber"">0.7900000</span><span class=""superscript"">+0.0945511</span><span class=""subscript"">-0.0945431</span></div>""",3.025586,0.843813,-0.873858,0.0,"<div><span class=supersubNumber"">3.0255859</span><span class=""superscript"">+0.8438135</span><span class=""subscript"">-0.8738583</span></div>""",0.716684,0.059818,-0.047911,0.0,"<div><span class=supersubNumber"">0.7166840</span><span class=""superscript"">+0.0598176</span><span class=""subscript"">-0.0479111</span></div>""",0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,5,0,0,1,1,1,0,0,0,1,79.7896257,0.0620977,-0.0620977,79.7896257&plusmn;0.0620977,-52.4231,0.0652736,-0.0652736,-52.4231000&plusmn;0.0652736,-60.1515,0.0595725,-0.0595725,-60.1515000&plusmn;0.0595725,77.2727,0.0276355,-0.0276355,77.2727000&plusmn;0.0276355,12.9363,0.0047,-0.0046,"<div><span class=supersubNumber"">12.9363</span><span class=""superscript"">+0.0047</span><span class=""subscript"">-0.0046</span></div>""",8.109,0.02,-0.02,8.109&plusmn;0.020,7.17,0.03,-0.03,7.17&plusmn;0.03,5.412,0.019,-0.019,5.412&plusmn;0.019,4.968,0.04,-0.04,4.968&plusmn;0.040,4.793,0.016,-0.016
HD 40307 d,d,HD 40307,HD 40307,HIP 27887,TIC 374859347,Gaia DR2 4758877919212831104,1,<a refstr=TUOMI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A..48T/abstract target=ref> Tuomi et al. 2013 </a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2009-01,2009,Radial Velocity,Ground,La Silla Observatory,HARPS Spectrograph,3.6 m ESO Telescope,<a refstr=MAYOR_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...493..639M/abstract target=ref> Mayor et al. 2009 </a>,88.5172191,05h54m04.13s,-60.0237289,-60d01m25.42s,268.81455,-30.34064,83.50837,-83.4296,20.432,0.022,-0.024,0.0,"<div><span class=supersubNumber"">20.432</span> <span class=""superscript"">+0.022</span><span class=""subscript"">-0.024</span></div>""",,17.2,,0.0,17.2,0.1321,0.0066,-0.0066,0.0,0.1321&plusmn;0.0066,,,,,,,,,,,0.07,0.11,-0.07,0.0,"<div><span class=supersubNumber"">0.07</span> <span class=""superscript"">+0.11</span><span class=""subscript"">-0.07</span></div>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.793&plusmn;0.016,,,,,,,,,,,,,,,,,4.798,0.203,-0.203,4.798&plusmn;0.203,4.612,0.091,-0.091,4.612&plusmn;0.091,4.791,0.015,-0.015,4.791&plusmn;0.015,4.744,0.028,-0.028,4.744&plusmn;0.028,,,,,6.84367,0.00026,-0.00026,6.84367&plusmn;0.00026,6.2473,0.006,-0.006,6.2473&plusmn;0.0060,0,,[Fe/H],K2.5 V,,,,,,,,,,,,,,,0.0129289780236925,0.4994739884413744,-0.8662324032254443,-1668356410,2.75,0.35,-0.35,0.0,2.75&plusmn;0.35,,,,,,,,,,,,,,,,,,,,,,,,,,2014-05-14,2013-01,<a refstr=TUOMI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A..48T/abstract target=ref> Tuomi et al. 2013 </a>,2014-05-14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0299,0.0053,-0.0047,0.0,"<div><span class=supersubNumber"">0.0299</span> <span class=""superscript"">+0.0053</span><span class=""subscript"">-0.0047</span></div>""",9.5,1.7,-1.5,0.0,"<div><span class=supersubNumber"">9.5</span> <span class=""superscript"">+1.7</span><span class=""subscript"">-1.5</span></div>""",Msini,0.0299,0.0053,-0.0047,0.0,"<div><span class=supersubNumber"">0.0299</span> <span class=""superscript"">+0.0053</span><span class=""subscript"">-0.0047</span></div>""",9.5,1.7,-1.5,0.0,"<div><span class=supersubNumber"">9.5</span> <span class=""superscript"">+1.7</span><span class=""subscript"">-1.5</span></div>""",4956.0,50.0,-50.0,0.0,4956&plusmn;50,-0.31,0.03,-0.03,0.0,-0.31&plusmn;0.03,,,,,,1.0,,,1.0,1,-0.639,0.06,-0.06,0.0,-0.639&plusmn;0.060,4.47,0.16,-0.16,0.0,4.47&plusmn;0.16,4.5,,,0.0,4.5,0.77,0.05,-0.05,0.0,0.77&plusmn;0.05,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,5,0,0,1,1,1,0,0,0,1,79.7896257,0.0620977,-0.0620977,79.7896257&plusmn;0.0620977,-52.4231,0.0652736,-0.0652736,-52.4231000&plusmn;0.0652736,-60.1515,0.0595725,-0.0595725,-60.1515000&plusmn;0.0595725,77.2727,0.0276355,-0.0276355,77.2727000&plusmn;0.0276355,12.9363,0.0047,-0.0046,"<div><span class=supersubNumber"">12.9363</span><span class=""superscript"">+0.0047</span><span class=""subscript"">-0.0046</span></div>""",8.109,0.02,-0.02,8.109&plusmn;0.020,7.17,0.03,-0.03,7.17&plusmn;0.03,5.412,0.019,-0.019,5.412&plusmn;0.019,4.968,0.04,-0.04,4.968&plusmn;0.040,4.793,0.016,-0.016
